"","metabolites","adaptedDervLabel","File_Name_Neg","File_Name_Pos","rowID_full","rep_group","n","Site","Site_abv","group","Date","Time","sample_type","Sampling_Day","collection_depth_m","DNA_no","Before_mass_g","After_mass_g","vol_difference","vol_ml","SPE_label","Deriv_label","Deriv_mass_g","FCM_no","DOC_no","HOBO_temp_F","HOBO_lumens","Dry_shipper","Notes","Analyze_","matlabName","DateRun","filename","NPOC","TN","CINARSampleBox","AddedDetailFromNotesInsideSampleBox","Experiment","Sample_ID","Filtration_typeOrReef","TimeOrDay","TreatmentOrTimeCollected","IncubationOrTimeOfDay","Prochlorococcus","Synechococcus","Picoeukaryotes","Unpigmented_cells","date_time","concentration","LOD","LOQ","QuantFlag","LODflag","site_time","log2_concen"
"2651","sn-glycerol 3-phosphate","CINAR_BC_69","mtab_CINAR_BC_lumos_032822_52","mtab_CINAR_BC_lumos_032822_165","58","19",3,"Yawzi","YZ","coral",2021-01-24,13:37:00,"peak_photo","Day3",8.9,274,1955.2,332.2,1623,1.58,168,"Deriv_69",55.4,263,62,81.09,432,"cane4",NA,1,"CINAR_BC_69","1-Apr-22","CINAR_62",79.24735231,9.240292973,1,"USVI 2021","Temporal",263,"Yawzi","1/24/2021",13:37:00,"peak_photo",16492,56633,1339,569000,2021-01-24 13:37:00,0.478458008,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_peak_photo",0.564093267800147
"2652","sn-glycerol 3-phosphate","CINAR_BC_44","mtab_CINAR_BC_lumos_032822_90","mtab_CINAR_BC_lumos_032822_203","27","9",3,"Tektite","TK","coral",2021-01-23,13:04:00,"peak_photo","Day2",8.9,227,2154.2,332,1822.2,1.78,150,"Deriv_44",55.3,247,43,81.266,1280,NA,NA,1,"CINAR_BC_44","31-Mar-22","CINAR_43",77.46113585,7.759149586,1,"USVI 2021","Temporal",247,"Tektite","1/23/2021",13:04:00,"peak_photo",21193,61584,1339,606000,2021-01-23 13:04:00,0.119901065,0.042037896,0.127387562,TRUE,FALSE,"Tektite_peak_photo",0.163371286445031
"2653","sn-glycerol 3-phosphate","CINAR_BC_76","mtab_CINAR_BC_lumos_032822_69","mtab_CINAR_BC_lumos_032822_182","55","18",4,"Yawzi","YZ","coral",2021-01-23,06:20:00,"dawn","Day2",8.2,222,2093.2,332,1761.2,1.72,137,"Deriv_76",55.5,210,32,80.382,0,NA,NA,1,"CINAR_BC_76","2-Apr-22","CINAR_32",97.63473505,14.5727,1,"USVI 2021","Temporal",210,"Yawzi","1/23/2021",06:20:00,"dawn",19591,64709,1090,648000,2021-01-23 06:20:00,0.114384487,0.042037896,0.127387562,TRUE,FALSE,"Yawzi_dawn",0.156247079882434
"2654","sn-glycerol 3-phosphate","CINAR_BC_52","mtab_CINAR_BC_lumos_032822_75","mtab_CINAR_BC_lumos_032822_188","3","1",3,"LB_seagrass","SG","seagrass",2021-01-23,13:56:00,"peak_photo","Day2",3.8,189,2074.4,332.2,1742.2,1.7,147,"Deriv_52",53.1,265,48,81.975,1088,NA,NA,1,"CINAR_BC_52","31-Mar-22","CINAR_48",87.35294215,8.037315731,1,"USVI 2021","Temporal",265,"LB_seagrass","1/23/2021",13:56:00,"peak_photo",2298,17083,1458,343000,2021-01-23 13:56:00,0.307061261,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_peak_photo",0.386326760773509
"2655","sn-glycerol 3-phosphate","CINAR_BC_74","mtab_CINAR_BC_lumos_032822_63","mtab_CINAR_BC_lumos_032822_176","9","3",3,"LB_seagrass","SG","seagrass",2021-01-24,14:01:00,"peak_photo","Day3",3.5,289,2000.9,331.4,1669.5,1.63,167,"Deriv_74",56.6,258,67,82.33,1920,"cane4",NA,1,"CINAR_BC_74","1-Apr-22","CINAR_67",243.2624963,7.674449264,1,"USVI 2021","Temporal",258,"LB_seagrass","1/24/2021",14:01:00,"peak_photo",4018,31908,1615,535000,2021-01-24 14:01:00,0.455009945,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_peak_photo",0.54102901399483
"2656","sn-glycerol 3-phosphate","CINAR_BC_108","mtab_CINAR_BC_lumos_032822_87","mtab_CINAR_BC_lumos_032822_200","49","16",3,"Tektite","TK","coral",2021-01-26,05:54:00,"dawn","Day5",9.4,315,2102.9,332,1770.9,1.73,196,"108",57.9,344,96,80.206,0,NA,NA,1,"CINAR_BC_108","2-Apr-22","CINAR_96",121.4259695,17.26377167,1,"USVI 2021","Temporal",344,"Tektite","1/26/2021",05:54:00,"dawn",32709,56896,1497,604000,2021-01-26 05:54:00,0.088569577,0.042037896,0.127387562,TRUE,FALSE,"Tektite_dawn",0.122433621752026
"2657","sn-glycerol 3-phosphate","CINAR_BC_45","mtab_CINAR_BC_lumos_032822_53","mtab_CINAR_BC_lumos_032822_166","50","17",3,"Yawzi","YZ","coral",2021-01-23,13:40:00,"peak_photo","Day2",8.1,239,1994.9,331.5,1663.4,1.62,146,"Deriv_45",58.5,253,45,81.09,416,NA,NA,1,"CINAR_BC_45","2-Apr-22","CINAR_45",84.43350133,6.24107083,1,"USVI 2021","Temporal",253,"Yawzi","1/23/2021",13:40:00,"peak_photo",17385,57460,1077,575000,2021-01-23 13:40:00,0.274704582,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_peak_photo",0.35016293534582
"2658","sn-glycerol 3-phosphate","CINAR_BC_97","mtab_CINAR_BC_lumos_032822_113","mtab_CINAR_BC_lumos_032822_226","65","21",3,"Yawzi","YZ","coral",2021-01-25,13:22:00,"peak_photo","Day4",8.5,267,2067.7,332.9,1734.8,1.69,186,"Deriv_97",55,291,83,80.911,448,NA,NA,1,"CINAR_BC_97","31-Mar-22","CINAR_83",83.96188879,6.031147777,1,"USVI 2021","Temporal",291,"Yawzi","1/25/2021",13:22:00,"peak_photo",19224,60231,1326,630000,2021-01-25 13:22:00,0.099656532,0.042037896,0.127387562,TRUE,FALSE,"Yawzi_peak_photo",0.137052981060999
"2659","sn-glycerol 3-phosphate","CINAR_BC_82","mtab_CINAR_BC_lumos_032822_81","mtab_CINAR_BC_lumos_032822_194","67","22",3,"Yawzi","YZ","coral",2021-01-25,06:29:00,"dawn","Day4",8.4,331,1955.1,332.2,1622.9,1.58,176,"Deriv_82",53.7,349,72,80.206,0,"cane5",NA,1,"CINAR_BC_82","2-Apr-22","CINAR_72",84.56406298,10.79896208,1,"USVI 2021","Temporal",349,"Yawzi","1/25/2021",06:29:00,"dawn",23570,63684,1471,609000,2021-01-25 06:29:00,0.123340757,0.042037896,0.127387562,TRUE,FALSE,"Yawzi_dawn",0.167795624856627
"2660","sn-glycerol 3-phosphate","CINAR_BC_43","mtab_CINAR_BC_lumos_032822_93","mtab_CINAR_BC_lumos_032822_206","26","9",3,"Tektite","TK","coral",2021-01-23,13:04:00,"peak_photo","Day2",8.9,236,1962,331.9,1630.1,1.59,144,"Deriv_43",53.8,244,42,81.266,1280,NA,"*filter was loaded incorrectly, not as much biomass on filter as the other filters",1,"CINAR_BC_43","1-Apr-22","CINAR_42",80.2788941,8.103138464,1,"USVI 2021","Temporal",244,"Tektite","1/23/2021",13:04:00,"peak_photo",21193,61531,1352,597000,2021-01-23 13:04:00,0.193254867,0.042037896,0.127387562,FALSE,FALSE,"Tektite_peak_photo",0.254902220808675
"2661","sn-glycerol 3-phosphate","CINAR_BC_75","mtab_CINAR_BC_lumos_032822_71","mtab_CINAR_BC_lumos_032822_184","41","14",3,"Tektite","TK","coral",2021-01-25,06:03:00,"dawn","Day4",9.6,322,1894.1,332,1562.1,1.52,171,"Deriv_75",52.7,302,70,80.382,0,"cane5",NA,1,"CINAR_BC_75","1-Apr-22","CINAR_70",88.31926775,10.85577438,1,"USVI 2021","Temporal",302,"Tektite","1/25/2021",06:03:00,"dawn",31514,56922,1694,511000,2021-01-25 06:03:00,0.116548627,0.042037896,0.127387562,TRUE,FALSE,"Tektite_dawn",0.159046083586798
"2662","sn-glycerol 3-phosphate","CINAR_BC_95","mtab_CINAR_BC_lumos_032822_101","mtab_CINAR_BC_lumos_032822_214","14","5",3,"LB_seagrass","SG","seagrass",2021-01-25,13:40:00,"peak_photo","Day4",3.6,279,1926.7,332,1594.7,1.56,182,"Deriv_95",54.4,294,84,81.621,336,NA,NA,1,"CINAR_BC_95","31-Mar-22","CINAR_84",80.74853255,7.038446393,1,"USVI 2021","Temporal",294,"LB_seagrass","1/25/2021",13:40:00,"peak_photo",13735,77761,2022,913000,2021-01-25 13:40:00,0.265875169,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_peak_photo",0.340135144146931
"2663","sn-glycerol 3-phosphate","CINAR_BC_81A","mtab_CINAR_BC_lumos_032822_84","mtab_CINAR_BC_lumos_032822_197","42","14",3,"Tektite","TK","coral",2021-01-25,06:03:00,"dawn","Day4",9.6,319,1951.3,332.8,1618.5,1.58,174,"Deriv_81",51.5,358,69,80.382,0,"cane5",NA,1,"CINAR_BC_81A","31-Mar-22","CINAR_69",85.85732473,10.05191296,1,"USVI 2021","Temporal",358,"Tektite","1/25/2021",06:03:00,"dawn",30214,58590,1497,551000,2021-01-25 06:03:00,0.107794479,0.042037896,0.127387562,TRUE,FALSE,"Tektite_dawn",0.147690253562266
"2664","sn-glycerol 3-phosphate","CINAR_BC_83","mtab_CINAR_BC_lumos_032822_48","mtab_CINAR_BC_lumos_032822_161","16","6",3,"LB_seagrass","SG","seagrass",2021-01-25,06:44:00,"dawn","Day4",3.8,334,2030.6,335.5,1695.1,1.65,175,"Deriv_83",54.2,340,75,79.853,1,"cane5",NA,1,"CINAR_BC_83","2-Apr-22","CINAR_75",84.30293968,12.21578459,1,"USVI 2021","Temporal",340,"LB_seagrass","1/25/2021",06:44:00,"dawn",8732,47691,3427,644000,2021-01-25 06:44:00,0.16347973,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_dawn",0.21844607650758
"2665","sn-glycerol 3-phosphate","CINAR_BC_57","mtab_CINAR_BC_lumos_032822_65","mtab_CINAR_BC_lumos_032822_178","11","4",3,"LB_seagrass","SG","seagrass",2021-01-24,06:42:00,"dawn","Day3",3.4,272,1888.4,333.3,1555.1,1.52,153,"Deriv_57",53.2,242,56,80.206,0,NA,NA,1,"CINAR_BC_57","2-Apr-22","CINAR_56",85.9567206,5.795529163,1,"USVI 2021","Temporal",242,"LB_seagrass","1/24/2021",06:42:00,"dawn",2377,18396,1602,303000,2021-01-24 06:42:00,0.254151176,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_dawn",0.326711261792249
"2666","sn-glycerol 3-phosphate","CINAR_BC_115","mtab_CINAR_BC_lumos_032822_44","mtab_CINAR_BC_lumos_032822_157","45","15",3,"Tektite","TK","coral",2021-01-26,13:02:00,"peak_photo","Day5",9.2,311,1940.6,333.1,1607.5,1.57,205,"Deriv_115",54,336,100,81.09,960,NA,NA,1,"CINAR_BC_115","2-Apr-22","CINAR_100",91.4983374,9.622732083,1,"USVI 2021","Temporal",336,"Tektite","1/26/2021",13:02:00,"peak_photo",17398,39708,959,459000,2021-01-26 13:02:00,0.171709355,0.042037896,0.127387562,FALSE,FALSE,"Tektite_peak_photo",0.228614750560938
"2667","sn-glycerol 3-phosphate","CINAR_BC_96","mtab_CINAR_BC_lumos_032822_99","mtab_CINAR_BC_lumos_032822_212","64","21",3,"Yawzi","YZ","coral",2021-01-25,13:22:00,"peak_photo","Day4",8.5,285,1897,332.6,1564.4,1.53,179,"Deriv_96",53.1,310,82,80.911,448,NA,NA,1,"CINAR_BC_96","31-Mar-22","CINAR_82",128.2528957,15.20220128,1,"USVI 2021","Temporal",310,"Yawzi","1/25/2021",13:22:00,"peak_photo",17109,61019,1576,637000,2021-01-25 13:22:00,0.164837963,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_peak_photo",0.220129279999646
"2668","sn-glycerol 3-phosphate","CINAR_BC_103","mtab_CINAR_BC_lumos_032822_29","mtab_CINAR_BC_lumos_032822_142","22","8",3,"LB_seagrass","SG","seagrass",2021-01-26,06:31:00,"dawn","Day5",3.7,324,1969.2,331.7,1637.5,1.6,192,"103",53,359,91,80.029,0,NA,NA,1,"CINAR_BC_103","31-Mar-22","CINAR_91",88.46354914,8.956106937,1,"USVI 2021","Temporal",359,"LB_seagrass","1/26/2021",06:31:00,"dawn",11082,56870,2547,756000,2021-01-26 06:31:00,0.203173586,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_dawn",0.266844800115967
"2669","sn-glycerol 3-phosphate","CINAR_BC_88","mtab_CINAR_BC_lumos_032822_112","mtab_CINAR_BC_lumos_032822_225","18","6",3,"LB_seagrass","SG","seagrass",2021-01-25,06:44:00,"dawn","Day4",3.8,328,1822.2,331.6,1490.6,1.45,170,"Deriv_87, Deriv_88, Deriv_89*",NA,343,77,79.853,1,"cane5",NA,1,"CINAR_BC_88","2-Apr-22","CINAR_77",81.53213128,7.123243331,1,"USVI 2021","Temporal",343,"LB_seagrass","1/25/2021",06:44:00,"dawn",14024,65339,3467,716000,2021-01-25 06:44:00,0.173649802,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_dawn",0.231001995938189
"2670","sn-glycerol 3-phosphate","CINAR_BC_70","mtab_CINAR_BC_lumos_032822_25","mtab_CINAR_BC_lumos_032822_138","7","3",3,"LB_seagrass","SG","seagrass",2021-01-24,14:01:00,"peak_photo","Day3",3.5,286,1976,332.4,1643.6,1.6,169,"Deriv_70",59.3,255,65,82.33,1920,"cane4",NA,1,"CINAR_BC_70","2-Apr-22","CINAR_65",85.07180274,7.190074581,1,"USVI 2021","Temporal",255,"LB_seagrass","1/24/2021",14:01:00,"peak_photo",3033,26669,1733,515000,2021-01-24 14:01:00,0.548086542,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_peak_photo",0.630486124082028
"2671","sn-glycerol 3-phosphate","CINAR_BC_116","mtab_CINAR_BC_lumos_032822_27","mtab_CINAR_BC_lumos_032822_140","46","15",3,"Tektite","TK","coral",2021-01-26,13:02:00,"peak_photo","Day5",9.2,314,1916.6,325.2,1591.4,1.55,199,"Deriv_116",57.2,345,101,81.09,960,NA,NA,1,"CINAR_BC_116","2-Apr-22","CINAR_101",75.36671992,8.459868332,1,"USVI 2021","Temporal",345,"Tektite","1/26/2021",13:02:00,"peak_photo",25040,37528,1011,462000,2021-01-26 13:02:00,0.184412597,0.042037896,0.127387562,FALSE,FALSE,"Tektite_peak_photo",0.244171739711848
"2672","sn-glycerol 3-phosphate","CINAR_BC_111","mtab_CINAR_BC_lumos_032822_55","mtab_CINAR_BC_lumos_032822_168","74","24",3,"Yawzi","YZ","coral",2021-01-26,06:15:00,"dawn","Day5",8.3,306,1937.6,332.2,1605.4,1.57,188,"111",52.2,360,90,80.206,0,NA,NA,1,"CINAR_BC_111","2-Apr-22","CINAR_90",105.1347766,13.73062625,1,"USVI 2021","Temporal",360,"Yawzi","1/26/2021",06:15:00,"dawn",NA,NA,NA,NA,2021-01-26 06:15:00,0.130997995,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_dawn",0.17759637176264
"2673","sn-glycerol 3-phosphate","CINAR_BC_100","mtab_CINAR_BC_lumos_032822_43","mtab_CINAR_BC_lumos_032822_156","13","5",3,"LB_seagrass","SG","seagrass",2021-01-25,13:40:00,"peak_photo","Day4",3.6,282,2025.5,332.5,1693,1.65,184,"Deriv_100",55.1,300,86,81.621,336,NA,NA,1,"CINAR_BC_100","2-Apr-22","CINAR_86",80.82129562,5.857904996,1,"USVI 2021","Temporal",300,"LB_seagrass","1/25/2021",13:40:00,"peak_photo",14444,68110,1707,702000,2021-01-25 13:40:00,0.238303843,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_peak_photo",0.308365352521103
"2674","sn-glycerol 3-phosphate","CINAR_BC_39","mtab_CINAR_BC_lumos_032822_92","mtab_CINAR_BC_lumos_032822_205","53","18",4,"Yawzi","YZ","coral",2021-01-23,06:20:00,"dawn","Day2",8.2,228,1883,332,1551,1.51,134,"Deriv_38*, Deriv_39, Deriv_40",NA,213,33,80.382,0,NA,NA,1,"CINAR_BC_39","31-Mar-22","CINAR_33",138.6777934,7.3671882,1,"USVI 2021","Temporal",213,"Yawzi","1/23/2021",06:20:00,"dawn",21075,65549,1142,633000,2021-01-23 06:20:00,0.221375169,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_dawn",0.288506420078712
"2675","sn-glycerol 3-phosphate","CINAR_BC_68","mtab_CINAR_BC_lumos_032822_80","mtab_CINAR_BC_lumos_032822_193","33","11",4,"Tektite","TK","coral",2021-01-24,13:05:00,"peak_photo","Day3",7.3,283,1809.3,332.1,1477.2,1.44,162,"Deriv_68",56.3,293,60,81.442,864,"cane4",NA,1,"CINAR_BC_68","31-Mar-22","CINAR_60",73.52218304,7.556846935,1,"USVI 2021","Temporal",293,"Tektite","1/24/2021",13:05:00,"peak_photo",19145,61190,1077,566000,2021-01-24 13:05:00,0.260929652,0.042037896,0.127387562,FALSE,FALSE,"Tektite_peak_photo",0.334487789114351
"2676","sn-glycerol 3-phosphate","CINAR_BC_117","mtab_CINAR_BC_lumos_032822_66","mtab_CINAR_BC_lumos_032822_179","19","7",3,"LB_seagrass","SG","seagrass",2021-01-26,13:49:00,"peak_photo","Day5",3.6,326,1794.9,331.8,1463.1,1.43,197,"Deriv_117",57.1,351,99,82.686,2304,NA,NA,1,"CINAR_BC_117","2-Apr-22","CINAR_99",87.61050153,10.135105,1,"USVI 2021","Temporal",351,"LB_seagrass","1/26/2021",13:49:00,"peak_photo",13590,59207,2206,756000,2021-01-26 13:49:00,0.345687944,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_peak_photo",0.428343897437818
"2677","sn-glycerol 3-phosphate","CINAR_BC_112","mtab_CINAR_BC_lumos_032822_28","mtab_CINAR_BC_lumos_032822_141","44","15",3,"Tektite","TK","coral",2021-01-26,13:02:00,"peak_photo","Day5",9.2,320,2075.2,333.7,1741.5,1.7,204,"Deriv_112",51.6,339,102,81.09,960,NA,NA,1,"CINAR_BC_112","2-Apr-22","CINAR_102",98.04092686,13.4766675,1,"USVI 2021","Temporal",339,"Tektite","1/26/2021",13:02:00,"peak_photo",22874,42688,972,474000,2021-01-26 13:02:00,0.11941217,0.042037896,0.127387562,TRUE,FALSE,"Tektite_peak_photo",0.162741337590893
"2678","sn-glycerol 3-phosphate","CINAR_BC_40","mtab_CINAR_BC_lumos_032822_103","mtab_CINAR_BC_lumos_032822_216","54","18",4,"Yawzi","YZ","coral",2021-01-23,06:20:00,"dawn","Day2",8.2,228,1883,332,1551,1.51,134,"Deriv_38*, Deriv_39, Deriv_40",NA,213,33,80.382,0,NA,NA,1,"CINAR_BC_40","31-Mar-22","CINAR_33",138.6777934,7.3671882,1,"USVI 2021","Temporal",213,"Yawzi","1/23/2021",06:20:00,"dawn",21075,65549,1142,633000,2021-01-23 06:20:00,0.263141066,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_dawn",0.337015766484177
"2679","sn-glycerol 3-phosphate","CINAR_BC_36","mtab_CINAR_BC_lumos_032822_83","mtab_CINAR_BC_lumos_032822_196","28","10",3,"Tektite","TK","coral",2021-01-23,05:55:00,"dawn","Day2",7.4,231,2114.3,333.3,1781,1.74,140,"Deriv_36",55.6,195,36,80.206,0,NA,NA,1,"CINAR_BC_36","31-Mar-22","CINAR_36",78.05345958,6.933080429,1,"USVI 2021","Temporal",195,"Tektite","1/23/2021",05:55:00,"dawn",25828,63645,801,592000,2021-01-23 05:55:00,0.171010913,0.042037896,0.127387562,FALSE,FALSE,"Tektite_dawn",0.227754520807206
"2680","sn-glycerol 3-phosphate","CINAR_BC_62","mtab_CINAR_BC_lumos_032822_94","mtab_CINAR_BC_lumos_032822_207","37","12",3,"Tektite","TK","coral",2021-01-24,06:02:00,"dawn","Day3",6.6,275,1937.9,332.5,1605.4,1.57,157,"Deriv_62",54.4,251,53,80.382,0,NA,NA,1,"CINAR_BC_62","1-Apr-22","CINAR_53",87.16054958,7.868487533,1,"USVI 2021","Temporal",251,"Tektite","1/24/2021",06:02:00,"dawn",24607,62949,1129,540000,2021-01-24 06:02:00,0.279961619,0.042037896,0.127387562,FALSE,FALSE,"Tektite_dawn",0.35610055014047
"2681","sn-glycerol 3-phosphate","CINAR_BC_118","mtab_CINAR_BC_lumos_032822_61","mtab_CINAR_BC_lumos_032822_174","71","23",3,"Yawzi","YZ","coral",2021-01-26,13:28:00,"peak_photo","Day5",8.8,323,1993.2,329.1,1664.1,1.62,202,"Deriv_118",56.4,348,105,81.09,464,NA,NA,1,"CINAR_BC_118","31-Mar-22","CINAR_105",91.76575394,7.320827176,1,"USVI 2021","Temporal",348,"Yawzi","1/26/2021",13:28:00,"peak_photo",21902,61465,1536,660000,2021-01-26 13:28:00,0.123879426,0.042037896,0.127387562,TRUE,FALSE,"Yawzi_peak_photo",0.16848726612591
"2682","sn-glycerol 3-phosphate","CINAR_BC_37","mtab_CINAR_BC_lumos_032822_49","mtab_CINAR_BC_lumos_032822_162","4","2",3,"LB_seagrass","SG","seagrass",2021-01-23,06:35:00,"dawn","Day2",3,237,1937.1,331.7,1605.4,1.57,136,"Deriv_37",60.9,207,39,80.206,0,NA,NA,1,"CINAR_BC_37","1-Apr-22","CINAR_39",89.26602528,9.470431386,1,"USVI 2021","Temporal",207,"LB_seagrass","1/23/2021",06:35:00,"dawn",6263,28875,1418,585000,2021-01-23 06:35:00,0.37566325,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_dawn",0.460127354478036
"2683","sn-glycerol 3-phosphate","CINAR_BC_41","mtab_CINAR_BC_lumos_032822_36","mtab_CINAR_BC_lumos_032822_149","5","2",3,"LB_seagrass","SG","seagrass",2021-01-23,06:35:00,"dawn","Day2",3,240,1958.3,332.8,1625.5,1.59,142,"Deriv_41",55.5,204,37,80.206,0,NA,NA,1,"CINAR_BC_41","31-Mar-22","CINAR_37",85.20576862,8.85917025,1,"USVI 2021","Temporal",204,"LB_seagrass","1/23/2021",06:35:00,"dawn",6040,26826,1458,556000,2021-01-23 06:35:00,0.367913009,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_dawn",0.451976486455693
"2684","sn-glycerol 3-phosphate","CINAR_BC_67","mtab_CINAR_BC_lumos_032822_51","mtab_CINAR_BC_lumos_032822_164","57","19",3,"Yawzi","YZ","coral",2021-01-24,13:37:00,"peak_photo","Day3",8.9,271,1904.1,332.1,1572,1.53,163,"Deriv_67",53.3,260,61,81.09,432,"cane4",NA,1,"CINAR_BC_67","31-Mar-22","CINAR_61",83.20667603,5.892064705,1,"USVI 2021","Temporal",260,"Yawzi","1/24/2021",13:37:00,"peak_photo",20156,70355,1458,668000,2021-01-24 13:37:00,0.308962027,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_peak_photo",0.388423245294296
"2685","sn-glycerol 3-phosphate","CINAR_BC_61","mtab_CINAR_BC_lumos_032822_37","mtab_CINAR_BC_lumos_032822_150","62","20",3,"Yawzi","YZ","coral",2021-01-24,06:26:00,"dawn","Day3",8.8,292,1963.9,332.7,1631.2,1.59,155,"Deriv_61",56.6,249,52,80.382,0,NA,NA,1,"CINAR_BC_61","1-Apr-22","CINAR_52",78.24407195,8.644640611,1,"USVI 2021","Temporal",249,"Yawzi","1/24/2021",06:26:00,"dawn",26944,73953,1825,636000,2021-01-24 06:26:00,0.13416066,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_dawn",0.181625020322301
"2686","sn-glycerol 3-phosphate","CINAR_BC_53","mtab_CINAR_BC_lumos_032822_77","mtab_CINAR_BC_lumos_032822_190","60","20",3,"Yawzi","YZ","coral",2021-01-24,06:26:00,"dawn","Day3",8.8,284,1979.3,331.4,1647.9,1.61,154,"Deriv_53",54.6,246,50,80.382,0,NA,NA,1,"CINAR_BC_53","1-Apr-22","CINAR_50",87.21707241,9.54714419,1,"USVI 2021","Temporal",246,"Yawzi","1/24/2021",06:26:00,"dawn",27207,74924,1668,657000,2021-01-24 06:26:00,0.141580448,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_dawn",0.191032530908273
"2687","sn-glycerol 3-phosphate","CINAR_BC_56","mtab_CINAR_BC_lumos_032822_64","mtab_CINAR_BC_lumos_032822_177","35","12",3,"Tektite","TK","coral",2021-01-24,06:02:00,"dawn","Day3",6.6,290,2128.4,331.5,1796.9,1.75,156,"Deriv_56",52.2,252,54,80.382,0,NA,NA,1,"CINAR_BC_56","31-Mar-22","CINAR_54",86.06463803,6.802426633,1,"USVI 2021","Temporal",252,"Tektite","1/24/2021",06:02:00,"dawn",24804,64774,1458,533000,2021-01-24 06:02:00,0.10435999,0.042037896,0.127387562,TRUE,FALSE,"Tektite_dawn",0.143210526401363
"2688","sn-glycerol 3-phosphate","CINAR_BC_71","mtab_CINAR_BC_lumos_032822_59","mtab_CINAR_BC_lumos_032822_172","59","19",3,"Yawzi","YZ","coral",2021-01-24,13:37:00,"peak_photo","Day3",8.9,269,2073.1,332.2,1740.9,1.7,164,"Deriv_71",58.1,298,63,81.09,432,"cane4",NA,1,"CINAR_BC_71","31-Mar-22","CINAR_63",85.93136519,8.791736033,1,"USVI 2021","Temporal",298,"Yawzi","1/24/2021",13:37:00,"peak_photo",15980,60126,932,582000,2021-01-24 13:37:00,0.147966747,0.042037896,0.127387562,FALSE,FALSE,"Yawzi_peak_photo",0.199080852263587
"2689","sn-glycerol 3-phosphate","CINAR_BC_66","mtab_CINAR_BC_lumos_032822_31","mtab_CINAR_BC_lumos_032822_144","32","11",4,"Tektite","TK","coral",2021-01-24,13:05:00,"peak_photo","Day3",7.3,277,1838.6,332.3,1506.3,1.47,161,"Deriv_64*, Deriv_65, Deriv_66",NA,296,59,81.442,864,"cane4",NA,1,"CINAR_BC_66","2-Apr-22","CINAR_59",92.20917306,10.87024875,1,"USVI 2021","Temporal",296,"Tektite","1/24/2021",13:05:00,"peak_photo",16781,59154,1313,553000,2021-01-24 13:05:00,0.150318363,0.042037896,0.127387562,FALSE,FALSE,"Tektite_peak_photo",0.202033197828109
"2690","sn-glycerol 3-phosphate","CINAR_BC_65","mtab_CINAR_BC_lumos_032822_33","mtab_CINAR_BC_lumos_032822_146","31","11",4,"Tektite","TK","coral",2021-01-24,13:05:00,"peak_photo","Day3",7.3,277,1838.6,332.3,1506.3,1.47,161,"Deriv_64*, Deriv_65, Deriv_66",NA,296,59,81.442,864,"cane4",NA,1,"CINAR_BC_65","2-Apr-22","CINAR_59",92.20917306,10.87024875,1,"USVI 2021","Temporal",296,"Tektite","1/24/2021",13:05:00,"peak_photo",16781,59154,1313,553000,2021-01-24 13:05:00,0.166619984,0.042037896,0.127387562,FALSE,FALSE,"Tektite_peak_photo",0.222334692594302
"2691","sn-glycerol 3-phosphate","CINAR_BC_54","mtab_CINAR_BC_lumos_032822_67","mtab_CINAR_BC_lumos_032822_180","10","4",3,"LB_seagrass","SG","seagrass",2021-01-24,06:42:00,"dawn","Day3",3.4,287,1984.7,331.5,1653.2,1.61,158,"Deriv_54",54.3,243,57,80.206,0,NA,NA,1,"CINAR_BC_54","2-Apr-22","CINAR_57",88.6985153,7.452944164,1,"USVI 2021","Temporal",243,"LB_seagrass","1/24/2021",06:42:00,"dawn",3611,25960,3033,360000,2021-01-24 06:42:00,0.441904513,0.042037896,0.127387562,FALSE,FALSE,"LB_seagrass_dawn",0.527975628391044
