taxonomy	simpleName	Source	Target	Type	Weight	estimate_direction
Gammaproteobacteria; OM60(NOR5) clade	glutamic acid	46	144	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	glutamic acid	46	145	Undirected	2	-0.5
Gammaproteobacteria; OM60(NOR5) clade	glutamic acid	47	144	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	glutamic acid	47	145	Undirected	2	-0.5
Gammaproteobacteria; OM60(NOR5) clade	arginine	46	148	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	arginine	47	148	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	5'UMP	46	155	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	5'UMP	46	156	Undirected	2	-0.5
Gammaproteobacteria; OM60(NOR5) clade	5'UMP	47	155	Undirected	1	-0.5
Gammaproteobacteria; OM60(NOR5) clade	5'UMP	47	156	Undirected	2	-0.5
Gammaproteobacteria; Pseudomonas	glycine	48	76	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	glycine	48	77	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	glycine	49	76	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	glycine	49	77	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	glycine	50	76	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	glycine	50	77	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	glycine	51	76	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	glycine	51	77	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	glycine	52	76	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	glycine	52	77	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	glycine	53	76	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	glycine	53	77	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	48	81	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	48	82	Undirected	4	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	49	81	Undirected	1	0.5
Gammaproteobacteria; Pseudomonas	kynurenine	49	82	Undirected	4	0.5
